,Date.Day,Date.Month,Date.Year,Data.Cases,Data.Deaths,Location.Country,Location.Code,Data.Population,Location.Continent,Data.Rate
27047,2,7,2020,7,0,Cuba,CUB,11333484,America,0.59999202
27048,2,7,2020,0,0,Curasao,CUW,163423,America,1.22381794
27054,2,7,2020,0,0,Dominica,DMA,71808,America,0.0
27055,2,7,2020,819,7,Dominican_Republic,DOM,10738957,America,86.43297482
27056,2,7,2020,1825,49,Ecuador,ECU,17373657,America,56.21729495
27058,2,7,2020,298,8,El_Salvador,SLV,6453550,America,41.37257788
27064,2,7,2020,0,0,Falkland_Islands_(Malvinas),FLK,3372,America,0.0
27077,2,7,2020,0,0,Greenland,GRL,56660,America,0.0
27078,2,7,2020,0,0,Grenada,GRD,112002,America,0.0
27080,2,7,2020,915,44,Guatemala,GTM,17581476,America,44.13736367
27084,2,7,2020,3,1,Guyana,GUY,782775,America,9.83679857
27085,2,7,2020,65,2,Haiti,HTI,11263079,America,12.0038224
27087,2,7,2020,704,45,Honduras,HND,9746115,America,102.2253483
27098,2,7,2020,5,0,Jamaica,JAM,2948277,America,2.74736736
27124,2,7,2020,7543,741,Mexico,MEX,127575529,America,62.02286647
27129,2,7,2020,0,0,Montserrat,MSF,4991,America,0.0
27138,2,7,2020,0,0,Nicaragua,NIC,6545503,America,7.71522066
27147,2,7,2020,913,14,Panama,PAN,4246440,America,279.4340671
27149,2,7,2020,39,2,Paraguay,PRY,7044639,America,13.51382235
27150,2,7,2020,3264,183,Peru,PER,32510462,America,146.3190526
27154,2,7,2020,72,0,Puerto_Rico,PRI,2933404,America,52.29419473
27159,2,7,2020,0,0,Saint_Kitts_and_Nevis,KNA,52834,America,0.0
27160,2,7,2020,0,0,Saint_Lucia,LCA,182795,America,0.0
27161,2,7,2020,0,0,Saint_Vincent_and_the_Grenadines,VCT,110593,America,0.0
27170,2,7,2020,0,0,Sint_Maarten,SXM,42389,America,0.0
27180,2,7,2020,18,0,Suriname,SUR,581363,America,47.13062235
27189,2,7,2020,0,0,Trinidad_and_Tobago,TTO,1394969,America,0.50180327
27192,2,7,2020,1,0,Turks_and_Caicos_islands,TCA,38194,America,78.54636854
27198,2,7,2020,52048,652,United_States_of_America,USA,329064917,America,158.9929442
27199,2,7,2020,8,0,United_States_Virgin_Islands,VIR,104579,America,18.16808346
27200,2,7,2020,7,1,Uruguay,URY,3461731,America,2.71540452
27202,2,7,2020,230,3,Venezuela,VEN,28515829,America,10.21187215
27213,3,7,2020,0,0,Anguilla,AIA,14872,America,0.0
27214,3,7,2020,2,0,Antigua_and_Barbuda,ATG,97115,America,43.24769603
27215,3,7,2020,2744,34,Argentina,ARG,44780675,America,76.79428682
27217,3,7,2020,1,0,Aruba,ABW,106310,America,2.82193585
27221,3,7,2020,0,0,Bahamas,BHS,389486,America,0.0
27224,3,7,2020,0,0,Barbados,BRB,287021,America,0.0
27227,3,7,2020,0,0,Belize,BLZ,390351,America,1.53707817
27229,3,7,2020,0,0,Bermuda,BMU,62508,America,3.19959045
27231,3,7,2020,1301,70,Bolivia,BOL,11513102,America,121.8524773
27232,3,7,2020,0,0,"Bonaire, Saint Eustatius and Saba",BES,25983,America,0.0
27235,3,7,2020,48105,1252,Brazil,BRA,211049519,America,245.7792856
27236,3,7,2020,0,0,British_Virgin_Islands,VGB,30033,America,0.0
27243,3,7,2020,567,51,Canada,CAN,37411038,America,12.16485894
27245,3,7,2020,0,0,Cayman_Islands,CYM,64948,America,12.31754634
27248,3,7,2020,2498,167,Chile,CHL,18952035,America,313.6233128
27250,3,7,2020,4101,171,Colombia,COL,50339443,America,91.16707946
27253,3,7,2020,270,0,Costa_Rica,CRI,5047561,America,41.28726726
27256,3,7,2020,5,0,Cuba,CUB,11333484,America,0.5117579
27257,3,7,2020,0,0,Curasao,CUW,163423,America,1.22381794
27263,3,7,2020,0,0,Dominica,DMA,71808,America,0.0
27264,3,7,2020,810,11,Dominican_Republic,DOM,10738957,America,88.94718547
27265,3,7,2020,1211,63,Ecuador,ECU,17373657,America,59.69382266
27267,3,7,2020,264,9,El_Salvador,SLV,6453550,America,43.38697306
27273,3,7,2020,0,0,Falkland_Islands_(Malvinas),FLK,3372,America,0.0
27286,3,7,2020,0,0,Greenland,GRL,56660,America,0.0
27287,3,7,2020,0,0,Grenada,GRD,112002,America,0.0
27289,3,7,2020,1061,26,Guatemala,GTM,17581476,America,46.66274891
27293,3,7,2020,2,1,Guyana,GUY,782775,America,8.55929226
27294,3,7,2020,61,3,Haiti,HTI,11263079,America,10.52110173
27296,3,7,2020,858,49,Honduras,HND,9746115,America,106.5142367
27307,3,7,2020,8,0,Jamaica,JAM,2948277,America,3.01871229
27333,3,7,2020,7000,679,Mexico,MEX,127575529,America,62.78947117
27338,3,7,2020,0,0,Montserrat,MSF,4991,America,0.0
27347,3,7,2020,0,0,Nicaragua,NIC,6545503,America,7.71522066
27356,3,7,2020,774,22,Panama,PAN,4246440,America,279.9050499
27358,3,7,2020,43,0,Paraguay,PRY,7044639,America,13.81192138
27359,3,7,2020,3527,185,Peru,PER,32510462,America,146.4636215
27363,3,7,2020,71,0,Puerto_Rico,PRI,2933404,America,51.03286148
27368,3,7,2020,0,0,Saint_Kitts_and_Nevis,KNA,52834,America,0.0
27369,3,7,2020,3,0,Saint_Lucia,LCA,182795,America,1.64118275
27370,3,7,2020,0,0,Saint_Vincent_and_the_Grenadines,VCT,110593,America,0.0
27379,3,7,2020,0,0,Sint_Maarten,SXM,42389,America,0.0
27389,3,7,2020,12,0,Suriname,SUR,581363,America,46.44258407
27398,3,7,2020,0,0,Trinidad_and_Tobago,TTO,1394969,America,0.50180327
27401,3,7,2020,2,0,Turks_and_Caicos_islands,TCA,38194,America,83.78279311
27407,3,7,2020,53399,678,United_States_of_America,USA,329064917,America,166.7838082
27408,3,7,2020,6,0,United_States_Virgin_Islands,VIR,104579,America,23.90537297
27409,3,7,2020,4,0,Uruguay,URY,3461731,America,2.80206637
27411,3,7,2020,211,3,Venezuela,VEN,28515829,America,9.78053277
27422,4,7,2020,0,0,Anguilla,AIA,14872,America,0.0
27423,4,7,2020,0,0,Antigua_and_Barbuda,ATG,97115,America,43.24769603
27424,4,7,2020,2845,52,Argentina,ARG,44780675,America,74.17485333
27426,4,7,2020,0,0,Aruba,ABW,106310,America,2.82193585
27430,4,7,2020,0,0,Bahamas,BHS,389486,America,0.0
27433,4,7,2020,0,0,Barbados,BRB,287021,America,0.0
27436,4,7,2020,2,0,Belize,BLZ,390351,America,2.04943756
27438,4,7,2020,0,0,Bermuda,BMU,62508,America,0.0
27440,4,7,2020,1290,49,Bolivia,BOL,11513102,America,124.5711191
27441,4,7,2020,0,0,"Bonaire, Saint Eustatius and Saba",BES,25983,America,0.0
27444,4,7,2020,42223,1290,Brazil,BRA,211049519,America,239.8337615
27445,4,7,2020,0,0,British_Virgin_Islands,VGB,30033,America,0.0
27452,4,7,2020,319,21,Canada,CAN,37411038,America,11.92428823
27454,4,7,2020,0,0,Cayman_Islands,CYM,64948,America,9.23815976
27457,4,7,2020,3548,131,Chile,CHL,18952035,America,299.1552095
27459,4,7,2020,3395,136,Colombia,COL,50339443,America,91.83454811
27462,4,7,2020,288,1,Costa_Rica,CRI,5047561,America,44.63541897
27465,4,7,2020,8,0,Cuba,CUB,11333484,America,0.49411108
27466,4,7,2020,0,0,Curasao,CUW,163423,America,1.22381794
27472,4,7,2020,0,0,Dominica,DMA,71808,America,0.0
27473,4,7,2020,951,10,Dominican_Republic,DOM,10738957,America,93.86386406
27474,4,7,2020,1189,61,Ecuador,ECU,17373657,America,62.88831419
27476,4,7,2020,267,19,El_Salvador,SLV,6453550,America,45.52533102
27482,4,7,2020,0,0,Falkland_Islands_(Malvinas),FLK,3372,America,0.0
27495,4,7,2020,0,0,Greenland,GRL,56660,America,0.0
27496,4,7,2020,0,0,Grenada,GRD,112002,America,0.0
27498,4,7,2020,1221,37,Guatemala,GTM,17581476,America,49.96167557
27502,4,7,2020,6,0,Guyana,GUY,782775,America,9.32579605
27503,4,7,2020,129,0,Haiti,HTI,11263079,America,11.09820858
27505,4,7,2020,996,14,Honduras,HND,9746115,America,111.4084946
27516,4,7,2020,6,0,Jamaica,JAM,2948277,America,2.34034997
27542,4,7,2020,7016,654,Mexico,MEX,127575529,America,63.52864114
27547,4,7,2020,0,0,Montserrat,MSF,4991,America,0.0
27556,4,7,2020,0,0,Nicaragua,NIC,6545503,America,7.71522066
27565,4,7,2020,758,31,Panama,PAN,4246440,America,276.0194422
27567,4,7,2020,46,0,Paraguay,PRY,7044639,America,14.37972904
27568,4,7,2020,3595,181,Peru,PER,32510462,America,146.6420256
27572,4,7,2020,75,1,Puerto_Rico,PRI,2933404,America,53.58961807
27577,4,7,2020,0,0,Saint_Kitts_and_Nevis,KNA,52834,America,0.0
27578,4,7,2020,0,0,Saint_Lucia,LCA,182795,America,1.64118275
27579,4,7,2020,0,0,Saint_Vincent_and_the_Grenadines,VCT,110593,America,0.0
27588,4,7,2020,0,0,Sint_Maarten,SXM,42389,America,0.0
27598,4,7,2020,14,0,Suriname,SUR,581363,America,46.09856492
27607,4,7,2020,0,0,Trinidad_and_Tobago,TTO,1394969,America,0.50180327
27610,4,7,2020,0,0,Turks_and_Caicos_islands,TCA,38194,America,83.78279311
27616,4,7,2020,54442,694,United_States_of_America,USA,329064917,America,174.239176
27617,4,7,2020,13,0,United_States_Virgin_Islands,VIR,104579,America,35.379952
27618,4,7,2020,5,0,Uruguay,URY,3461731,America,2.85984093
27620,4,7,2020,264,2,Venezuela,VEN,28515829,America,10.33110417
27631,5,7,2020,0,0,Anguilla,AIA,14872,America,0.0
27632,5,7,2020,0,0,Antigua_and_Barbuda,ATG,97115,America,43.24769603
27633,5,7,2020,0,16,Argentina,ARG,44780675,America,70.5259579
27635,5,7,2020,1,0,Aruba,ABW,106310,America,3.76258113
27639,5,7,2020,0,0,Bahamas,BHS,389486,America,0.0
27642,5,7,2020,0,0,Barbados,BRB,287021,America,0.0
27645,5,7,2020,0,0,Belize,BLZ,390351,America,2.04943756
27647,5,7,2020,0,0,Bermuda,BMU,62508,America,0.0
27649,5,7,2020,1253,58,Bolivia,BOL,11513102,America,126.4559282
27650,5,7,2020,0,0,"Bonaire, Saint Eustatius and Saba",BES,25983,America,0.0
27653,5,7,2020,37923,1091,Brazil,BRA,211049519,America,241.3770012
27654,5,7,2020,0,0,British_Virgin_Islands,VGB,30033,America,0.0
27661,5,7,2020,226,11,Canada,CAN,37411038,America,11.48591493
27663,5,7,2020,0,0,Cayman_Islands,CYM,64948,America,9.23815976
27666,5,7,2020,3758,141,Chile,CHL,18952035,America,290.7286737
27668,5,7,2020,3884,165,Colombia,COL,50339443,America,94.86795474
27671,5,7,2020,310,0,Costa_Rica,CRI,5047561,America,49.41000218
27674,5,7,2020,8,0,Cuba,CUB,11333484,America,0.52940473
27675,5,7,2020,0,0,Curasao,CUW,163423,America,1.22381794
27681,5,7,2020,0,0,Dominica,DMA,71808,America,0.0
27682,5,7,2020,1036,11,Dominican_Republic,DOM,10738957,America,96.89954062
27683,5,7,2020,878,69,Ecuador,ECU,17373657,America,65.34030227
27685,5,7,2020,240,0,El_Salvador,SLV,6453550,America,44.64209621
27691,5,7,2020,0,0,Falkland_Islands_(Malvinas),FLK,3372,America,0.0
27704,5,7,2020,0,0,Greenland,GRL,56660,America,0.0
27705,5,7,2020,0,0,Grenada,GRD,112002,America,0.0
27707,5,7,2020,1208,40,Guatemala,GTM,17581476,America,55.43334359
27711,5,7,2020,16,0,Guyana,GUY,782775,America,11.36980614
27712,5,7,2020,64,3,Haiti,HTI,11263079,America,10.80521587
27714,5,7,2020,805,24,Honduras,HND,9746115,America,109.4897813
27725,5,7,2020,7,0,Jamaica,JAM,2948277,America,2.40818621
27751,5,7,2020,3623,523,Mexico,MEX,127575529,America,63.59683604
27756,5,7,2020,0,0,Montserrat,MSF,4991,America,0.0
27765,5,7,2020,0,0,Nicaragua,NIC,6545503,America,7.71522066
27774,5,7,2020,988,22,Panama,PAN,4246440,America,276.9614077
27776,5,7,2020,36,1,Paraguay,PRY,7044639,America,14.52168095
27777,5,7,2020,3481,186,Peru,PER,32510462,America,146.851189
27781,5,7,2020,4,1,Puerto_Rico,PRI,2933404,America,41.7262675
27786,5,7,2020,1,0,Saint_Kitts_and_Nevis,KNA,52834,America,1.8927206
27787,5,7,2020,0,0,Saint_Lucia,LCA,182795,America,1.64118275
27788,5,7,2020,0,0,Saint_Vincent_and_the_Grenadines,VCT,110593,America,0.0
27797,5,7,2020,1,0,Sint_Maarten,SXM,42389,America,2.3591026
27807,5,7,2020,4,1,Suriname,SUR,581363,America,45.23851707
27816,5,7,2020,0,0,Trinidad_and_Tobago,TTO,1394969,America,0.50180327
27819,5,7,2020,1,0,Turks_and_Caicos_islands,TCA,38194,America,86.40100539
27825,5,7,2020,45221,242,United_States_of_America,USA,329064917,America,177.6011267
27826,5,7,2020,0,0,United_States_Virgin_Islands,VIR,104579,America,35.379952
27827,5,7,2020,3,0,Uruguay,URY,3461731,America,2.77317908
27829,5,7,2020,213,3,Venezuela,VEN,28515829,America,10.38019971
27840,6,7,2020,0,0,Anguilla,AIA,14872,America,0.0
27841,6,7,2020,0,0,Antigua_and_Barbuda,ATG,97115,America,43.24769603
27842,6,7,2020,2590,37,Argentina,ARG,44780675,America,72.77916199
27844,6,7,2020,0,0,Aruba,ABW,106310,America,3.76258113
27848,6,7,2020,0,0,Bahamas,BHS,389486,America,0.0
27851,6,7,2020,1,0,Barbados,BRB,287021,America,0.34840656
27854,6,7,2020,0,0,Belize,BLZ,390351,America,2.04943756
27856,6,7,2020,0,0,Bermuda,BMU,62508,America,0.0
27858,6,7,2020,1226,56,Bolivia,BOL,11513102,America,129.495943
27859,6,7,2020,0,0,"Bonaire, Saint Eustatius and Saba",BES,25983,America,0.0
27862,6,7,2020,26051,602,Brazil,BRA,211049519,America,245.4480837
27863,6,7,2020,0,0,British_Virgin_Islands,VGB,30033,America,0.0
27870,6,7,2020,219,10,Canada,CAN,37411038,America,11.22128715
27872,6,7,2020,0,0,Cayman_Islands,CYM,64948,America,9.23815976
27875,6,7,2020,3685,116,Chile,CHL,18952035,America,280.5872826
27877,6,7,2020,3721,122,Colombia,COL,50339443,America,96.26248745
27880,6,7,2020,375,1,Costa_Rica,CRI,5047561,America,55.13553972
27883,6,7,2020,3,0,Cuba,CUB,11333484,America,0.52940473
27884,6,7,2020,0,0,Curasao,CUW,163423,America,1.22381794
27890,6,7,2020,0,0,Dominica,DMA,71808,America,0.0
27891,6,7,2020,1241,8,Dominican_Republic,DOM,10738957,America,100.0842074
27892,6,7,2020,423,12,Ecuador,ECU,17373657,America,65.1446037
27894,6,7,2020,270,7,El_Salvador,SLV,6453550,America,48.82584004
27900,6,7,2020,0,0,Falkland_Islands_(Malvinas),FLK,3372,America,0.0
27913,6,7,2020,0,0,Greenland,GRL,56660,America,0.0
27914,6,7,2020,0,0,Grenada,GRD,112002,America,0.0
27916,6,7,2020,747,27,Guatemala,GTM,17581476,America,57.46388983
27920,6,7,2020,1,1,Guyana,GUY,782775,America,11.36980614
27921,6,7,2020,39,0,Haiti,HTI,11263079,America,9.96175202
27923,6,7,2020,1022,10,Honduras,HND,9746115,America,114.6508121
27934,6,7,2020,4,0,Jamaica,JAM,2948277,America,2.47602244
27960,6,7,2020,2953,273,Mexico,MEX,127575529,America,64.00600542
27965,6,7,2020,0,0,Montserrat,MSF,4991,America,0.0
27974,6,7,2020,0,0,Nicaragua,NIC,6545503,America,7.71522066
27983,6,7,2020,1166,27,Panama,PAN,4246440,America,285.3919989
27985,6,7,2020,42,0,Paraguay,PRY,7044639,America,14.87656074
27986,6,7,2020,3638,177,Peru,PER,32510462,America,146.9742263
27990,6,7,2020,229,0,Puerto_Rico,PRI,2933404,America,47.41931217
27995,6,7,2020,0,0,Saint_Kitts_and_Nevis,KNA,52834,America,1.8927206
27996,6,7,2020,0,0,Saint_Lucia,LCA,182795,America,1.64118275
27997,6,7,2020,0,0,Saint_Vincent_and_the_Grenadines,VCT,110593,America,0.0
28006,6,7,2020,0,0,Sint_Maarten,SXM,42389,America,2.3591026
28016,6,7,2020,29,0,Suriname,SUR,581363,America,48.16267977
28025,6,7,2020,3,0,Trinidad_and_Tobago,TTO,1394969,America,0.71686181
28028,6,7,2020,2,0,Turks_and_Caicos_islands,TCA,38194,America,86.40100539
28034,6,7,2020,49093,271,United_States_of_America,USA,329064917,America,184.6817964
28035,6,7,2020,1,0,United_States_Virgin_Islands,VIR,104579,America,34.42373708
28036,6,7,2020,1,0,Uruguay,URY,3461731,America,2.31098257
28038,6,7,2020,419,2,Venezuela,VEN,28515829,America,11.40068556
28049,7,7,2020,0,0,Anguilla,AIA,14872,America,0.0
28050,7,7,2020,2,0,Antigua_and_Barbuda,ATG,97115,America,45.30711013
28051,7,7,2020,2439,33,Argentina,ARG,44780675,America,73.43346209
28053,7,7,2020,0,0,Aruba,ABW,106310,America,3.76258113
28057,7,7,2020,0,0,Bahamas,BHS,389486,America,0.0
28060,7,7,2020,0,0,Barbados,BRB,287021,America,0.34840656
28063,7,7,2020,0,0,Belize,BLZ,390351,America,1.79325786
28065,7,7,2020,0,0,Bermuda,BMU,62508,America,0.0
28067,7,7,2020,1212,42,Bolivia,BOL,11513102,America,130.4253189
28068,7,7,2020,0,0,"Bonaire, Saint Eustatius and Saba",BES,25983,America,0.0
28071,7,7,2020,20229,620,Brazil,BRA,211049519,America,244.8780753
28072,7,7,2020,0,0,British_Virgin_Islands,VGB,30033,America,0.0
28079,7,7,2020,399,9,Canada,CAN,37411038,America,11.45651185
28081,7,7,2020,0,0,Cayman_Islands,CYM,64948,America,9.23815976
28084,7,7,2020,3025,76,Chile,CHL,18952035,America,272.2346176
28086,7,7,2020,3171,146,Colombia,COL,50339443,America,97.5338563
28089,7,7,2020,245,4,Costa_Rica,CRI,5047561,America,58.72143001
28092,7,7,2020,8,0,Cuba,CUB,11333484,America,0.57352179
28093,7,7,2020,0,0,Curasao,CUW,163423,America,1.22381794
28099,7,7,2020,0,0,Dominica,DMA,71808,America,0.0
28100,7,7,2020,703,10,Dominican_Republic,DOM,10738957,America,100.1773264
28101,7,7,2020,422,40,Ecuador,ECU,17373657,America,67.57356842
28103,7,7,2020,250,6,El_Salvador,SLV,6453550,America,49.87952367
28109,7,7,2020,0,0,Falkland_Islands_(Malvinas),FLK,3372,America,0.0
28122,7,7,2020,0,0,Greenland,GRL,56660,America,0.0
28123,7,7,2020,0,0,Grenada,GRD,112002,America,0.0
28125,7,7,2020,724,34,Guatemala,GTM,17581476,America,58.03267029
28129,7,7,2020,5,1,Guyana,GUY,782775,America,9.32579605
28130,7,7,2020,38,0,Haiti,HTI,11263079,America,10.29913756
28132,7,7,2020,722,17,Honduras,HND,9746115,America,116.0359795
28143,7,7,2020,5,0,Jamaica,JAM,2948277,America,2.44210432
28169,7,7,2020,7786,480,Mexico,MEX,127575529,America,64.75379773
28174,7,7,2020,0,0,Montserrat,MSF,4991,America,0.0
28183,7,7,2020,0,0,Nicaragua,NIC,6545503,America,7.71522066
28192,7,7,2020,1185,23,Panama,PAN,4246440,America,296.2952497
28194,7,7,2020,29,0,Paraguay,PRY,7044639,America,15.10368381
28195,7,7,2020,2985,183,Peru,PER,32510462,America,156.1558861
28199,7,7,2020,669,0,Puerto_Rico,PRI,2933404,America,68.8960675
28204,7,7,2020,0,0,Saint_Kitts_and_Nevis,KNA,52834,America,1.8927206
28205,7,7,2020,0,0,Saint_Lucia,LCA,182795,America,1.64118275
28206,7,7,2020,0,0,Saint_Vincent_and_the_Grenadines,VCT,110593,America,0.0
28215,7,7,2020,0,0,Sint_Maarten,SXM,42389,America,2.3591026
28225,7,7,2020,20,0,Suriname,SUR,581363,America,50.74282333
28234,7,7,2020,0,0,Trinidad_and_Tobago,TTO,1394969,America,0.71686181
28237,7,7,2020,2,0,Turks_and_Caicos_islands,TCA,38194,America,91.63742996
28243,7,7,2020,49990,359,United_States_of_America,USA,329064917,America,190.3341765
28244,7,7,2020,4,0,United_States_Virgin_Islands,VIR,104579,America,38.24859675
28245,7,7,2020,4,1,Uruguay,URY,3461731,America,2.253208
28247,7,7,2020,242,4,Venezuela,VEN,28515829,America,11.79344988
28258,8,7,2020,0,0,Anguilla,AIA,14872,America,0.0
28259,8,7,2020,0,0,Antigua_and_Barbuda,ATG,97115,America,45.30711013
28260,8,7,2020,2632,79,Argentina,ARG,44780675,America,79.31099743
28262,8,7,2020,0,0,Aruba,ABW,106310,America,3.76258113
28266,8,7,2020,0,0,Bahamas,BHS,389486,America,0.0
28269,8,7,2020,0,0,Barbados,BRB,287021,America,0.34840656
28272,8,7,2020,0,0,Belize,BLZ,390351,America,1.79325786
28274,8,7,2020,2,0,Bermuda,BMU,62508,America,3.19959045
28276,8,7,2020,1036,54,Bolivia,BOL,11513102,America,131.6413248
28277,8,7,2020,0,0,"Bonaire, Saint Eustatius and Saba",BES,25983,America,0.0
28280,8,7,2020,45305,1254,Brazil,BRA,211049519,America,247.6589392
28281,8,7,2020,0,0,British_Virgin_Islands,VGB,30033,America,0.0
28288,8,7,2020,232,18,Canada,CAN,37411038,America,11.2052491
28290,8,7,2020,0,0,Cayman_Islands,CYM,64948,America,9.23815976
28293,8,7,2020,2462,50,Chile,CHL,18952035,America,265.1535838
28295,8,7,2020,4213,149,Colombia,COL,50339443,America,101.1572575
28298,8,7,2020,245,0,Costa_Rica,CRI,5047561,America,61.7724085
28301,8,7,2020,15,0,Cuba,CUB,11333484,America,0.67940273
28302,8,7,2020,0,0,Curasao,CUW,163423,America,0.61190897
28308,8,7,2020,0,0,Dominica,DMA,71808,America,0.0
28309,8,7,2020,302,17,Dominican_Republic,DOM,10738957,America,97.71898705
28310,8,7,2020,865,52,Ecuador,ECU,17373657,America,66.77926242
28312,8,7,2020,280,6,El_Salvador,SLV,6453550,America,51.66148864
28318,8,7,2020,0,0,Falkland_Islands_(Malvinas),FLK,3372,America,0.0
28331,8,7,2020,0,0,Greenland,GRL,56660,America,0.0
28332,8,7,2020,0,0,Grenada,GRD,112002,America,0.0
28334,8,7,2020,815,23,Guatemala,GTM,17581476,America,58.2829337
28338,8,7,2020,7,0,Guyana,GUY,782775,America,10.09229983
28339,8,7,2020,61,4,Haiti,HTI,11263079,America,9.83745209
28341,8,7,2020,763,21,Honduras,HND,9746115,America,117.8418272
28352,8,7,2020,8,0,Jamaica,JAM,2948277,America,2.54385867
28378,8,7,2020,7827,895,Mexico,MEX,127575529,America,65.73596101
28383,8,7,2020,0,0,Montserrat,MSF,4991,America,0.0
28392,8,7,2020,327,8,Nicaragua,NIC,6545503,America,10.32770132
28401,8,7,2020,957,29,Panama,PAN,4246440,America,305.597159
28403,8,7,2020,46,0,Paraguay,PRY,7044639,America,15.33080687
28404,8,7,2020,3575,180,Peru,PER,32510462,America,149.0843163
28408,8,7,2020,129,2,Puerto_Rico,PRI,2933404,America,69.16878821
28413,8,7,2020,0,0,Saint_Kitts_and_Nevis,KNA,52834,America,1.8927206
28414,8,7,2020,0,0,Saint_Lucia,LCA,182795,America,1.64118275
28415,8,7,2020,0,0,Saint_Vincent_and_the_Grenadines,VCT,110593,America,0.0
28424,8,7,2020,0,0,Sint_Maarten,SXM,42389,America,2.3591026
28434,8,7,2020,0,0,Suriname,SUR,581363,America,50.74282333
28443,8,7,2020,0,0,Trinidad_and_Tobago,TTO,1394969,America,0.71686181
28446,8,7,2020,0,0,Turks_and_Caicos_islands,TCA,38194,America,91.63742996
28452,8,7,2020,57473,1174,United_States_of_America,USA,329064917,America,197.2486177
28453,8,7,2020,6,0,United_States_Virgin_Islands,VIR,104579,America,43.98588627
28454,8,7,2020,5,0,Uruguay,URY,3461731,America,2.31098257
28456,8,7,2020,282,3,Venezuela,VEN,28515829,America,12.29843257
28467,9,7,2020,0,0,Anguilla,AIA,14872,America,0.0
28468,9,7,2020,3,0,Antigua_and_Barbuda,ATG,97115,America,8.23765639
28469,9,7,2020,2979,52,Argentina,ARG,44780675,America,74.97653843
28471,9,7,2020,0,0,Aruba,ABW,106310,America,3.76258113
28475,9,7,2020,2,0,Bahamas,BHS,389486,America,0.51349728
28478,9,7,2020,0,0,Barbados,BRB,287021,America,0.34840656
28481,9,7,2020,0,0,Belize,BLZ,390351,America,1.79325786
28483,9,7,2020,1,0,Bermuda,BMU,62508,America,4.79938568
28485,9,7,2020,1439,47,Bolivia,BOL,11513102,America,134.6031678
28486,9,7,2020,0,0,"Bonaire, Saint Eustatius and Saba",BES,25983,America,0.0
28489,9,7,2020,44571,1223,Brazil,BRA,211049519,America,248.5336155
28490,9,7,2020,0,0,British_Virgin_Islands,VGB,30033,America,0.0
28497,9,7,2020,267,26,Canada,CAN,37411038,America,11.17317301
28499,9,7,2020,0,0,Cayman_Islands,CYM,64948,America,7.69846647
28502,9,7,2020,2064,139,Chile,CHL,18952035,America,256.7903658
28504,9,7,2020,4144,168,Colombia,COL,50339443,America,102.3551254
28507,9,7,2020,350,1,Costa_Rica,CRI,5047561,America,65.79415286
28510,9,7,2020,4,0,Cuba,CUB,11333484,America,0.70587297
28511,9,7,2020,0,0,Curasao,CUW,163423,America,0.61190897
28517,9,7,2020,0,0,Dominica,DMA,71808,America,0.0
28518,9,7,2020,1158,8,Dominican_Republic,DOM,10738957,America,102.0303927
28519,9,7,2020,976,27,Ecuador,ECU,17373657,America,68.41967699
28521,9,7,2020,259,6,El_Salvador,SLV,6453550,America,52.93210713
28527,9,7,2020,0,0,Falkland_Islands_(Malvinas),FLK,3372,America,0.0
28540,9,7,2020,0,0,Greenland,GRL,56660,America,0.0
28541,9,7,2020,0,0,Grenada,GRD,112002,America,0.0
28543,9,7,2020,624,49,Guatemala,GTM,17581476,America,60.24522628
28547,9,7,2020,0,0,Guyana,GUY,782775,America,9.70904794
28548,9,7,2020,54,6,Haiti,HTI,11263079,America,9.38464518
28550,9,7,2020,550,17,Honduras,HND,9746115,America,117.0415083
28561,9,7,2020,6,0,Jamaica,JAM,2948277,America,2.47602244
28587,9,7,2020,7401,782,Mexico,MEX,127575529,America,66.62719776
28592,9,7,2020,0,0,Montserrat,MSF,4991,America,0.0
28601,9,7,2020,0,0,Nicaragua,NIC,6545503,America,10.32770132
28610,9,7,2020,960,20,Panama,PAN,4246440,America,311.3431486
28612,9,7,2020,52,0,Paraguay,PRY,7044639,America,14.56426653
28613,9,7,2020,3633,181,Peru,PER,32510462,America,148.3276368
28617,9,7,2020,190,2,Puerto_Rico,PRI,2933404,America,71.04374304
28622,9,7,2020,0,0,Saint_Kitts_and_Nevis,KNA,52834,America,1.8927206
28623,9,7,2020,0,0,Saint_Lucia,LCA,182795,America,1.64118275
28624,9,7,2020,0,0,Saint_Vincent_and_the_Grenadines,VCT,110593,America,0.0
28633,9,7,2020,0,0,Sint_Maarten,SXM,42389,America,2.3591026
28643,9,7,2020,51,3,Suriname,SUR,581363,America,52.97894775
28652,9,7,2020,0,0,Trinidad_and_Tobago,TTO,1394969,America,0.71686181
28655,9,7,2020,6,0,Turks_and_Caicos_islands,TCA,38194,America,104.7284914
28661,9,7,2020,58906,829,United_States_of_America,USA,329064917,America,204.7143178
28662,9,7,2020,22,0,United_States_Virgin_Islands,VIR,104579,America,61.19775481
28663,9,7,2020,9,0,Uruguay,URY,3461731,America,2.07988431
28665,9,7,2020,317,4,Venezuela,VEN,28515829,America,12.78237431
28676,10,7,2020,0,0,Anguilla,AIA,14872,America,0.0
28677,10,7,2020,0,0,Antigua_and_Barbuda,ATG,97115,America,8.23765639
28678,10,7,2020,3604,53,Argentina,ARG,44780675,America,77.20517835
28680,10,7,2020,0,0,Aruba,ABW,106310,America,3.76258113
