,Date.Day,Date.Month,Date.Year,Data.Cases,Data.Deaths,Location.Country,Location.Code,Data.Population,Location.Continent,Data.Rate
10704,14,4,2020,0,0,Nicaragua,NIC,6545503,America,0.07638832
10713,14,4,2020,72,7,Panama,PAN,4246440,America,56.4472829
10715,14,4,2020,12,1,Paraguay,PRY,7044639,America,1.33434801
10716,14,4,2020,0,0,Peru,PER,32510462,America,20.20580329
10720,14,4,2020,6,1,Puerto_Rico,PRI,2933404,America,24.85167403
10725,14,4,2020,0,0,Saint_Kitts_and_Nevis,KNA,52834,America,9.46360298
10726,14,4,2020,0,0,Saint_Lucia,LCA,182795,America,3.28236549
10727,14,4,2020,0,0,Saint_Vincent_and_the_Grenadines,VCT,110593,America,9.94637997
10736,14,4,2020,2,0,Sint_Maarten,SXM,42389,America,115.5960273
10746,14,4,2020,0,0,Suriname,SUR,581363,America,0.34401914
10754,14,4,2020,0,0,Trinidad_and_Tobago,TTO,1394969,America,2.00721306
10757,14,4,2020,1,0,Turks_and_Caicos_islands,TCA,38194,America,13.09106142
10763,14,4,2020,25023,1541,United_States_of_America,USA,329064917,America,127.0187062
10764,14,4,2020,0,0,United_States_Virgin_Islands,VIR,104579,America,20.0805133
10765,14,4,2020,7,0,Uruguay,URY,3461731,America,4.27531775
10767,14,4,2020,8,0,Venezuela,VEN,28515829,America,0.18936851
10777,15,4,2020,0,0,Anguilla,AIA,14872,America,6.72404519
10778,15,4,2020,0,0,Antigua_and_Barbuda,ATG,97115,America,16.47531277
10779,15,4,2020,160,7,Argentina,ARG,44780675,America,3.27373359
10781,15,4,2020,0,0,Aruba,ABW,106310,America,34.80387546
10785,15,4,2020,0,0,Bahamas,BHS,389486,America,8.72945369
10788,15,4,2020,1,1,Barbados,BRB,287021,America,13.58785594
10791,15,4,2020,0,0,Belize,BLZ,390351,America,3.84269542
10793,15,4,2020,0,1,Bermuda,BMU,62508,America,39.99488066
10795,15,4,2020,43,0,Bolivia,BOL,11513102,America,2.44938332
10796,15,4,2020,0,0,"Bonaire, Saint Eustatius and Saba",BES,25983,America,15.39468114
10799,15,4,2020,1832,204,Brazil,BRA,211049519,America,9.26085977
10800,15,4,2020,0,0,British_Virgin_Islands,VGB,30033,America,0.0
10807,15,4,2020,1383,123,Canada,CAN,37411038,America,49.47737617
10809,15,4,2020,1,0,Cayman_Islands,CYM,64948,America,61.58773172
10812,15,4,2020,392,10,Chile,CHL,18952035,America,27.32688073
10814,15,4,2020,127,15,Colombia,COL,50339443,America,4.11804318
10816,15,4,2020,6,0,Costa_Rica,CRI,5047561,America,5.36892967
10819,15,4,2020,40,0,Cuba,CUB,11333484,America,5.11757903
10820,15,4,2020,0,0,Curasao,CUW,163423,America,1.83572692
10826,15,4,2020,0,0,Dominica,DMA,71808,America,6.96301248
10827,15,4,2020,119,6,Dominican_Republic,DOM,10738957,America,20.27198731
10828,15,4,2020,74,0,Ecuador,ECU,17373657,America,30.51171092
10830,15,4,2020,10,0,El_Salvador,SLV,6453550,America,1.96790914
10836,15,4,2020,6,0,Falkland_Islands_(Malvinas),FLK,3372,America,0.0
10849,15,4,2020,0,0,Greenland,GRL,56660,America,1.76491352
10850,15,4,2020,0,0,Grenada,GRD,112002,America,4.464206
10852,15,4,2020,13,0,Guatemala,GTM,17581476,America,0.80766825
10856,15,4,2020,1,0,Guyana,GUY,782775,America,4.59902271
10857,15,4,2020,0,0,Haiti,HTI,11263079,America,0.22196417
10859,15,4,2020,12,5,Honduras,HND,9746115,America,2.53434317
10870,15,4,2020,32,1,Jamaica,JAM,2948277,America,2.27251374
10895,15,4,2020,866,74,Mexico,MEX,127575529,America,5.18202829
10900,15,4,2020,0,0,Montserrat,MSF,4991,America,120.2163895
10909,15,4,2020,0,0,Nicaragua,NIC,6545503,America,0.07638832
10918,15,4,2020,102,1,Panama,PAN,4246440,America,56.35308635
10920,15,4,2020,2,1,Paraguay,PRY,7044639,America,1.30595762
10921,15,4,2020,2784,37,Peru,PER,32510462,America,28.41546823
10925,15,4,2020,20,0,Puerto_Rico,PRI,2933404,America,23.31762008
10930,15,4,2020,2,0,Saint_Kitts_and_Nevis,KNA,52834,America,11.35632358
10931,15,4,2020,0,0,Saint_Lucia,LCA,182795,America,1.09412183
10932,15,4,2020,0,0,Saint_Vincent_and_the_Grenadines,VCT,110593,America,9.94637997
10941,15,4,2020,0,0,Sint_Maarten,SXM,42389,America,108.5187195
10951,15,4,2020,0,0,Suriname,SUR,581363,America,0.0
10959,15,4,2020,0,0,Trinidad_and_Tobago,TTO,1394969,America,1.8638407
10962,15,4,2020,0,0,Turks_and_Caicos_islands,TCA,38194,America,13.09106142
10968,15,4,2020,26922,2408,United_States_of_America,USA,329064917,America,127.6033932
10969,15,4,2020,0,0,United_States_Virgin_Islands,VIR,104579,America,20.0805133
10970,15,4,2020,11,0,Uruguay,URY,3461731,America,4.41975416
10972,15,4,2020,4,0,Venezuela,VEN,28515829,America,0.20339581
10982,16,4,2020,0,0,Anguilla,AIA,14872,America,6.72404519
10983,16,4,2020,0,0,Antigua_and_Barbuda,ATG,97115,America,16.47531277
10984,16,4,2020,0,4,Argentina,ARG,44780675,America,2.90080487
10986,16,4,2020,1,1,Aruba,ABW,106310,America,35.74452074
10990,16,4,2020,4,0,Bahamas,BHS,389486,America,8.21595641
10993,16,4,2020,2,0,Barbados,BRB,287021,America,10.45219688
10996,16,4,2020,0,0,Belize,BLZ,390351,America,3.84269542
10998,16,4,2020,24,0,Bermuda,BMU,62508,America,78.38996608
11000,16,4,2020,44,1,Bolivia,BOL,11513102,America,2.76207055
11001,16,4,2020,0,0,"Bonaire, Saint Eustatius and Saba",BES,25983,America,7.69734057
11004,16,4,2020,3058,204,Brazil,BRA,211049519,America,10.1796015
11005,16,4,2020,0,0,British_Virgin_Islands,VGB,30033,America,0.0
11012,16,4,2020,1318,107,Canada,CAN,37411038,America,50.16968521
11014,16,4,2020,6,0,Cayman_Islands,CYM,64948,America,58.50834514
11017,16,4,2020,356,2,Chile,CHL,18952035,America,27.65929886
11019,16,4,2020,126,4,Colombia,COL,50339443,America,4.05248822
11021,16,4,2020,8,1,Costa_Rica,CRI,5047561,America,4.9726987
11024,16,4,2020,48,3,Cuba,CUB,11333484,America,5.31169409
11025,16,4,2020,0,0,Curasao,CUW,163423,America,1.83572692
11031,16,4,2020,0,0,Dominica,DMA,71808,America,5.57040998
11032,16,4,2020,328,6,Dominican_Republic,DOM,10738957,America,21.69670667
11033,16,4,2020,255,33,Ecuador,ECU,17373657,America,29.35478696
11035,16,4,2020,0,0,El_Salvador,SLV,6453550,America,1.82845101
11041,16,4,2020,0,0,Falkland_Islands_(Malvinas),FLK,3372,America,0.0
11054,16,4,2020,0,0,Greenland,GRL,56660,America,1.76491352
11055,16,4,2020,0,0,Grenada,GRD,112002,America,3.5713648
11057,16,4,2020,16,0,Guatemala,GTM,17581476,America,0.85317069
11061,16,4,2020,7,0,Guyana,GUY,782775,America,4.59902271
11062,16,4,2020,1,0,Haiti,HTI,11263079,America,0.22196417
11064,16,4,2020,7,4,Honduras,HND,9746115,America,2.12392322
11075,16,4,2020,20,0,Jamaica,JAM,2948277,America,2.74736736
11100,16,4,2020,912,43,Mexico,MEX,127575529,America,5.63274168
11105,16,4,2020,0,0,Montserrat,MSF,4991,America,120.2163895
11114,16,4,2020,0,0,Nicaragua,NIC,6545503,America,0.06111066
11123,16,4,2020,177,8,Panama,PAN,4246440,America,57.31860099
11125,16,4,2020,13,0,Paraguay,PRY,7044639,America,1.49049511
11126,16,4,2020,1172,24,Peru,PER,32510462,America,31.22687091
11130,16,4,2020,51,6,Puerto_Rico,PRI,2933404,America,23.45398043
11135,16,4,2020,0,0,Saint_Kitts_and_Nevis,KNA,52834,America,11.35632358
11136,16,4,2020,0,0,Saint_Lucia,LCA,182795,America,1.09412183
11137,16,4,2020,0,0,Saint_Vincent_and_the_Grenadines,VCT,110593,America,9.04216361
11146,16,4,2020,5,0,Sint_Maarten,SXM,42389,America,96.72320649
11156,16,4,2020,0,0,Suriname,SUR,581363,America,0.0
11164,16,4,2020,1,0,Trinidad_and_Tobago,TTO,1394969,America,1.79215452
11167,16,4,2020,1,0,Turks_and_Caicos_islands,TCA,38194,America,15.70927371
11173,16,4,2020,30148,4928,United_States_of_America,USA,329064917,America,128.5287426
11174,16,4,2020,0,0,United_States_Virgin_Islands,VIR,104579,America,20.0805133
11175,16,4,2020,10,1,Uruguay,URY,3461731,America,4.39086688
11177,16,4,2020,4,0,Venezuela,VEN,28515829,America,0.18936851
11187,17,4,2020,0,0,Anguilla,AIA,14872,America,0.0
11188,17,4,2020,0,0,Antigua_and_Barbuda,ATG,97115,America,14.41589868
11189,17,4,2020,128,6,Argentina,ARG,44780675,America,3.18664245
11191,17,4,2020,2,0,Aruba,ABW,106310,America,32.92258489
11195,17,4,2020,1,1,Bahamas,BHS,389486,America,7.70245914
11198,17,4,2020,0,0,Barbados,BRB,287021,America,10.45219688
11201,17,4,2020,0,0,Belize,BLZ,390351,America,3.84269542
11203,17,4,2020,2,0,Bermuda,BMU,62508,America,76.79017086
11205,17,4,2020,24,2,Bolivia,BOL,11513102,America,2.8923569
11206,17,4,2020,0,0,"Bonaire, Saint Eustatius and Saba",BES,25983,America,7.69734057
11209,17,4,2020,2105,188,Brazil,BRA,211049519,America,10.66811244
11210,17,4,2020,0,0,British_Virgin_Islands,VGB,30033,America,0.0
11217,17,4,2020,1717,183,Canada,CAN,37411038,America,50.28729756
11219,17,4,2020,1,0,Cayman_Islands,CYM,64948,America,50.80987867
11222,17,4,2020,534,11,Chile,CHL,18952035,America,28.50881185
11224,17,4,2020,128,13,Colombia,COL,50339443,America,4.11605667
11226,17,4,2020,16,0,Costa_Rica,CRI,5047561,America,4.87364095
11229,17,4,2020,48,3,Cuba,CUB,11333484,America,5.54992622
11230,17,4,2020,0,0,Curasao,CUW,163423,America,1.83572692
11236,17,4,2020,0,0,Dominica,DMA,71808,America,5.57040998
11237,17,4,2020,141,7,Dominican_Republic,DOM,10738957,America,22.11574178
11238,17,4,2020,367,15,Ecuador,ECU,17373657,America,29.13606502
11240,17,4,2020,5,0,El_Salvador,SLV,6453550,America,1.82845101
11246,17,4,2020,0,0,Falkland_Islands_(Malvinas),FLK,3372,America,326.2158956
11259,17,4,2020,0,0,Greenland,GRL,56660,America,1.76491352
11260,17,4,2020,0,0,Grenada,GRD,112002,America,3.5713648
11262,17,4,2020,18,2,Guatemala,GTM,17581476,America,0.94986337
11266,17,4,2020,2,0,Guyana,GUY,782775,America,4.85452397
11267,17,4,2020,2,0,Haiti,HTI,11263079,America,0.22196417
11269,17,4,2020,16,6,Honduras,HND,9746115,America,2.25730971
11280,17,4,2020,18,0,Jamaica,JAM,2948277,America,3.25613909
11305,17,4,2020,939,37,Mexico,MEX,127575529,America,6.1171606
11310,17,4,2020,0,0,Montserrat,MSF,4991,America,120.2163895
11319,17,4,2020,0,0,Nicaragua,NIC,6545503,America,0.06111066
11328,17,4,2020,265,6,Panama,PAN,4246440,America,59.83835872
11330,17,4,2020,0,0,Paraguay,PRY,7044639,America,1.37693358
11331,17,4,2020,1016,20,Peru,PER,32510462,America,34.07210885
11335,17,4,2020,69,5,Puerto_Rico,PRI,2933404,America,24.78349385
11340,17,4,2020,0,0,Saint_Kitts_and_Nevis,KNA,52834,America,11.35632358
11341,17,4,2020,0,0,Saint_Lucia,LCA,182795,America,1.09412183
11342,17,4,2020,0,0,Saint_Vincent_and_the_Grenadines,VCT,110593,America,9.04216361
11351,17,4,2020,0,0,Sint_Maarten,SXM,42389,America,80.20948831
11361,17,4,2020,0,0,Suriname,SUR,581363,America,0.0
11369,17,4,2020,0,0,Trinidad_and_Tobago,TTO,1394969,America,1.21866507
11372,17,4,2020,0,0,Turks_and_Caicos_islands,TCA,38194,America,15.70927371
11378,17,4,2020,31667,2299,United_States_of_America,USA,329064917,America,129.3942253
11379,17,4,2020,0,0,United_States_Virgin_Islands,VIR,104579,America,17.21186854
11380,17,4,2020,9,0,Uruguay,URY,3461731,America,4.13088134
11382,17,4,2020,7,0,Venezuela,VEN,28515829,America,0.21040945
11392,18,4,2020,0,0,Anguilla,AIA,14872,America,0.0
11393,18,4,2020,0,0,Antigua_and_Barbuda,ATG,97115,America,8.23765639
11394,18,4,2020,98,7,Argentina,ARG,44780675,America,3.11071684
11396,18,4,2020,1,1,Aruba,ABW,106310,America,31.98193961
11400,18,4,2020,1,0,Bahamas,BHS,389486,America,7.95920778
11403,18,4,2020,0,0,Barbados,BRB,287021,America,10.45219688
11406,18,4,2020,0,0,Belize,BLZ,390351,America,3.58651573
11408,18,4,2020,0,0,Bermuda,BMU,62508,America,76.79017086
11410,18,4,2020,28,0,Bolivia,BOL,11513102,America,3.07475778
11411,18,4,2020,0,0,"Bonaire, Saint Eustatius and Saba",BES,25983,America,7.69734057
11414,18,4,2020,3257,217,Brazil,BRA,211049519,America,11.66835163
11415,18,4,2020,0,0,British_Virgin_Islands,VGB,30033,America,0.0
11422,18,4,2020,1791,116,Canada,CAN,37411038,America,51.73072183
11424,18,4,2020,0,0,Cayman_Islands,CYM,64948,America,49.27018538
11427,18,4,2020,445,11,Chile,CHL,18952035,America,29.09977741
11429,18,4,2020,206,9,Colombia,COL,50339443,America,4.31470805
11431,18,4,2020,7,0,Costa_Rica,CRI,5047561,America,4.61609082
11434,18,4,2020,61,4,Cuba,CUB,11333484,America,5.77051152
11435,18,4,2020,0,0,Curasao,CUW,163423,America,1.83572692
11441,18,4,2020,0,0,Dominica,DMA,71808,America,2.78520499
11442,18,4,2020,371,4,Dominican_Republic,DOM,10738957,America,24.56476919
11443,18,4,2020,225,18,Ecuador,ECU,17373657,America,29.25118183
11445,18,4,2020,13,1,El_Salvador,SLV,6453550,America,1.87493705
11451,18,4,2020,0,0,Falkland_Islands_(Malvinas),FLK,3372,America,296.5599051
11464,18,4,2020,0,0,Greenland,GRL,56660,America,1.76491352
11465,18,4,2020,0,0,Grenada,GRD,112002,America,1.7856824
11467,18,4,2020,21,0,Guatemala,GTM,17581476,America,1.05224385
11471,18,4,2020,6,0,Guyana,GUY,782775,America,5.11002523
11472,18,4,2020,1,0,Haiti,HTI,11263079,America,0.23084274
11474,18,4,2020,15,5,Honduras,HND,9746115,America,1.98027624
11485,18,4,2020,20,0,Jamaica,JAM,2948277,America,3.73099271
11510,18,4,2020,1076,60,Mexico,MEX,127575529,America,6.68858681
11515,18,4,2020,0,0,Montserrat,MSF,4991,America,120.2163895
11524,18,4,2020,0,0,Nicaragua,NIC,6545503,America,0.06111066
11533,18,4,2020,194,7,Panama,PAN,4246440,America,59.74416217
11535,18,4,2020,28,0,Paraguay,PRY,7044639,America,1.5046903
11536,18,4,2020,998,26,Peru,PER,32510462,America,36.58514604
11540,18,4,2020,25,2,Puerto_Rico,PRI,2933404,America,23.5221606
11545,18,4,2020,0,0,Saint_Kitts_and_Nevis,KNA,52834,America,9.46360298
11546,18,4,2020,0,0,Saint_Lucia,LCA,182795,America,1.09412183
11547,18,4,2020,0,0,Saint_Vincent_and_the_Grenadines,VCT,110593,America,4.5210818
11556,18,4,2020,0,0,Sint_Maarten,SXM,42389,America,80.20948831
11566,18,4,2020,0,0,Suriname,SUR,581363,America,0.0
11574,18,4,2020,0,0,Trinidad_and_Tobago,TTO,1394969,America,1.00360653
11577,18,4,2020,0,0,Turks_and_Caicos_islands,TCA,38194,America,15.70927371
11583,18,4,2020,30833,3770,United_States_of_America,USA,329064917,America,128.9104302
11584,18,4,2020,0,1,United_States_Virgin_Islands,VIR,104579,America,10.51836411
11585,18,4,2020,6,0,Uruguay,URY,3461731,America,3.95755765
11587,18,4,2020,23,0,Venezuela,VEN,28515829,America,0.29106641
11597,19,4,2020,0,0,Anguilla,AIA,14872,America,0.0
11598,19,4,2020,0,0,Antigua_and_Barbuda,ATG,97115,America,8.23765639
11599,19,4,2020,170,10,Argentina,ARG,44780675,America,3.07498715
11601,19,4,2020,0,0,Aruba,ABW,106310,America,30.10064905
11605,19,4,2020,3,0,Bahamas,BHS,389486,America,7.70245914
11608,19,4,2020,0,0,Barbados,BRB,287021,America,8.3617575
11611,19,4,2020,0,0,Belize,BLZ,390351,America,3.58651573
11613,19,4,2020,3,0,Bermuda,BMU,62508,America,78.38996608
11615,19,4,2020,27,1,Bolivia,BOL,11513102,America,3.15292959
11616,19,4,2020,0,0,"Bonaire, Saint Eustatius and Saba",BES,25983,America,7.69734057
11619,19,4,2020,2917,206,Brazil,BRA,211049519,America,12.47148069
11620,19,4,2020,0,0,British_Virgin_Islands,VGB,30033,America,0.0
11627,19,4,2020,1469,158,Canada,CAN,37411038,America,52.01406066
11629,19,4,2020,0,0,Cayman_Islands,CYM,64948,America,40.03202562
11632,19,4,2020,478,10,Chile,CHL,18952035,America,29.38470724
11634,19,4,2020,182,13,Colombia,COL,50339443,America,4.40012815
11636,19,4,2020,6,0,Costa_Rica,CRI,5047561,America,4.35854069
11639,19,4,2020,63,1,Cuba,CUB,11333484,America,6.15874165
11640,19,4,2020,0,0,Curasao,CUW,163423,America,1.83572692
11646,19,4,2020,0,0,Dominica,DMA,71808,America,2.78520499
11647,19,4,2020,209,17,Dominican_Republic,DOM,10738957,America,25.67288425
11648,19,4,2020,572,35,Ecuador,ECU,17373657,America,31.98520611
11650,19,4,2020,13,0,El_Salvador,SLV,6453550,America,1.98340448
11656,19,4,2020,0,0,Falkland_Islands_(Malvinas),FLK,3372,America,296.5599051
11669,19,4,2020,0,0,Greenland,GRL,56660,America,1.76491352
11670,19,4,2020,0,0,Grenada,GRD,112002,America,1.7856824
11672,19,4,2020,22,0,Guatemala,GTM,17581476,America,1.1148097
11676,19,4,2020,0,1,Guyana,GUY,782775,America,4.9822746
11677,19,4,2020,0,0,Haiti,HTI,11263079,America,0.20420704
11679,19,4,2020,15,0,Honduras,HND,9746115,America,2.09314173
11690,19,4,2020,10,0,Jamaica,JAM,2948277,America,4.00233764
11715,19,4,2020,755,104,Mexico,MEX,127575529,America,7.10089158
11720,19,4,2020,0,0,Montserrat,MSF,4991,America,100.1803246
11729,19,4,2020,0,0,Nicaragua,NIC,6545503,America,0.06111066
11738,19,4,2020,63,4,Panama,PAN,4246440,America,58.21346822
11740,19,4,2020,0,0,Paraguay,PRY,7044639,America,1.39112877
11741,19,4,2020,931,48,Peru,PER,32510462,America,38.98437371
11745,19,4,2020,50,2,Puerto_Rico,PRI,2933404,America,22.70399849
11750,19,4,2020,0,0,Saint_Kitts_and_Nevis,KNA,52834,America,7.57088239
11751,19,4,2020,0,0,Saint_Lucia,LCA,182795,America,0.54706092
11752,19,4,2020,0,0,Saint_Vincent_and_the_Grenadines,VCT,110593,America,4.5210818
11761,19,4,2020,7,0,Sint_Maarten,SXM,42389,America,96.72320649
11771,19,4,2020,0,0,Suriname,SUR,581363,America,0.0
11779,19,4,2020,0,0,Trinidad_and_Tobago,TTO,1394969,America,0.78854799
11782,19,4,2020,0,0,Turks_and_Caicos_islands,TCA,38194,America,15.70927371
11788,19,4,2020,32922,1856,United_States_of_America,USA,329064917,America,128.5001768
11789,19,4,2020,2,1,United_States_Virgin_Islands,VIR,104579,America,12.43079395
11790,19,4,2020,9,0,Uruguay,URY,3461731,America,3.66868483
11792,19,4,2020,0,0,Venezuela,VEN,28515829,America,0.29106641
11802,20,4,2020,0,0,Anguilla,AIA,14872,America,0.0
11803,20,4,2020,0,0,Antigua_and_Barbuda,ATG,97115,America,8.23765639
11804,20,4,2020,102,2,Argentina,ARG,44780675,America,3.07275404
11806,20,4,2020,1,0,Aruba,ABW,106310,America,31.04129433
11810,20,4,2020,2,0,Bahamas,BHS,389486,America,7.95920778
11813,20,4,2020,0,0,Barbados,BRB,287021,America,6.61972469
11816,20,4,2020,0,0,Belize,BLZ,390351,America,3.33033603
11818,20,4,2020,0,0,Bermuda,BMU,62508,America,78.38996608
11820,20,4,2020,44,1,Bolivia,BOL,11513102,America,3.30927321
11821,20,4,2020,1,0,"Bonaire, Saint Eustatius and Saba",BES,25983,America,11.54601085
11824,20,4,2020,2055,115,Brazil,BRA,211049519,America,13.04148909
11825,20,4,2020,1,1,British_Virgin_Islands,VGB,30033,America,3.3296707
11832,20,4,2020,1436,113,Canada,CAN,37411038,America,51.53826526
11834,20,4,2020,0,0,Cayman_Islands,CYM,64948,America,33.87325245
11837,20,4,2020,358,7,Chile,CHL,18952035,America,29.63797819
11839,20,4,2020,171,13,Colombia,COL,50339443,America,4.58288742
11841,20,4,2020,5,0,Costa_Rica,CRI,5047561,America,4.08117901
11844,20,4,2020,49,2,Cuba,CUB,11333484,America,6.30873966
11845,20,4,2020,0,0,Curasao,CUW,163423,America,1.83572692
11851,20,4,2020,0,0,Dominica,DMA,71808,America,2.78520499
11852,20,4,2020,345,9,Dominican_Republic,DOM,10738957,America,27.33040089
11853,20,4,2020,446,18,Ecuador,ECU,17373657,America,33.51050386
11855,20,4,2020,11,0,El_Salvador,SLV,6453550,America,2.04538587
11861,20,4,2020,0,0,Falkland_Islands_(Malvinas),FLK,3372,America,266.9039146
11874,20,4,2020,0,0,Greenland,GRL,56660,America,0.0
11875,20,4,2020,0,0,Grenada,GRD,112002,America,1.7856824
11877,20,4,2020,32,0,Guatemala,GTM,17581476,America,1.24562921
11881,20,4,2020,2,0,Guyana,GUY,782775,America,4.59902271
11882,20,4,2020,3,0,Haiti,HTI,11263079,America,0.23084274
11884,20,4,2020,5,0,Honduras,HND,9746115,America,1.83662926
11895,20,4,2020,23,0,Jamaica,JAM,2948277,America,4.68069995
11920,20,4,2020,705,36,Mexico,MEX,127575529,America,7.46773309
11925,20,4,2020,0,0,Montserrat,MSF,4991,America,100.1803246
11934,20,4,2020,0,0,Nicaragua,NIC,6545503,America,0.06111066
11943,20,4,2020,194,6,Panama,PAN,4246440,America,58.37831219
11945,20,4,2020,4,0,Paraguay,PRY,7044639,America,1.32015281
11946,20,4,2020,1208,52,Peru,PER,32510462,America,41.05447656
11950,20,4,2020,95,2,Puerto_Rico,PRI,2933404,America,25.15848482
11955,20,4,2020,1,0,Saint_Kitts_and_Nevis,KNA,52834,America,9.46360298
11956,20,4,2020,0,0,Saint_Lucia,LCA,182795,America,0.54706092
11957,20,4,2020,0,0,Saint_Vincent_and_the_Grenadines,VCT,110593,America,4.5210818
11966,20,4,2020,3,1,Sint_Maarten,SXM,42389,America,99.08230909
11976,20,4,2020,0,0,Suriname,SUR,581363,America,0.0
11984,20,4,2020,0,0,Trinidad_and_Tobago,TTO,1394969,America,0.71686181
11987,20,4,2020,0,0,Turks_and_Caicos_islands,TCA,38194,America,15.70927371
11993,20,4,2020,24601,1772,United_States_of_America,USA,329064917,America,128.2579753
11994,20,4,2020,0,0,United_States_Virgin_Islands,VIR,104579,America,10.51836411
11995,20,4,2020,11,1,Uruguay,URY,3461731,America,3.49536114
11997,20,4,2020,29,0,Venezuela,VEN,28515829,America,0.37873702
12007,21,4,2020,0,0,Anguilla,AIA,14872,America,0.0
12008,21,4,2020,0,1,Antigua_and_Barbuda,ATG,97115,America,8.23765639
12009,21,4,2020,90,8,Argentina,ARG,44780675,America,3.10848374
12011,21,4,2020,0,0,Aruba,ABW,106310,America,24.45677735
12015,21,4,2020,4,0,Bahamas,BHS,389486,America,7.95920778
12018,21,4,2020,0,0,Barbados,BRB,287021,America,5.22609844
12021,21,4,2020,0,0,Belize,BLZ,390351,America,2.81797664
12023,21,4,2020,0,0,Bermuda,BMU,62508,America,75.19037563
12025,21,4,2020,34,1,Bolivia,BOL,11513102,America,3.50904561
12026,21,4,2020,0,0,"Bonaire, Saint Eustatius and Saba",BES,25983,America,11.54601085
12029,21,4,2020,1927,113,Brazil,BRA,211049519,America,13.51578536
12030,21,4,2020,1,0,British_Virgin_Islands,VGB,30033,America,6.65934139
12037,21,4,2020,2046,110,Canada,CAN,37411038,America,53.91456928
12039,21,4,2020,5,0,Cayman_Islands,CYM,64948,America,41.57171891
12042,21,4,2020,419,6,Chile,CHL,18952035,America,30.03371406
12044,21,4,2020,185,10,Colombia,COL,50339443,America,4.76366018
12046,21,4,2020,2,2,Costa_Rica,CRI,5047561,America,3.86325197
12049,21,4,2020,52,2,Cuba,CUB,11333484,America,6.50285473
12050,21,4,2020,0,0,Curasao,CUW,163423,America,0.61190897
12056,21,4,2020,0,0,Dominica,DMA,71808,America,1.3926025
12057,21,4,2020,284,9,Dominican_Republic,DOM,10738957,America,29.20209104
12058,21,4,2020,660,33,Ecuador,ECU,17373657,America,36.72801875
12060,21,4,2020,17,0,El_Salvador,SLV,6453550,America,2.16934865
12066,21,4,2020,0,0,Falkland_Islands_(Malvinas),FLK,3372,America,266.9039146
12079,21,4,2020,0,0,Greenland,GRL,56660,America,0.0
12080,21,4,2020,0,0,Grenada,GRD,112002,America,1.7856824
12082,21,4,2020,5,0,Guatemala,GTM,17581476,America,1.25131701
12086,21,4,2020,1,0,Guyana,GUY,782775,America,4.47127208
12087,21,4,2020,10,0,Haiti,HTI,11263079,America,0.29299271
12089,21,4,2020,17,0,Honduras,HND,9746115,America,1.93923425
12100,21,4,2020,27,1,Jamaica,JAM,2948277,America,5.56257095
12125,21,4,2020,1432,26,Mexico,MEX,127575529,America,8.14105972
12130,21,4,2020,0,0,Montserrat,MSF,4991,America,100.1803246
12139,21,4,2020,0,1,Nicaragua,NIC,6545503,America,0.04583299
12148,21,4,2020,191,10,Panama,PAN,4246440,America,60.23869406
12150,21,4,2020,2,0,Paraguay,PRY,7044639,America,1.3485432
12151,21,4,2020,697,45,Peru,PER,32510462,America,42.33714058
12155,21,4,2020,39,1,Puerto_Rico,PRI,2933404,America,25.19257491
12160,21,4,2020,0,0,Saint_Kitts_and_Nevis,KNA,52834,America,7.57088239
12161,21,4,2020,0,0,Saint_Lucia,LCA,182795,America,0.54706092
12162,21,4,2020,0,0,Saint_Vincent_and_the_Grenadines,VCT,110593,America,4.5210818
12171,21,4,2020,1,0,Sint_Maarten,SXM,42389,America,101.4414117
12181,21,4,2020,0,0,Suriname,SUR,581363,America,0.0
12189,21,4,2020,0,0,Trinidad_and_Tobago,TTO,1394969,America,0.64517563
12192,21,4,2020,0,0,Turks_and_Caicos_islands,TCA,38194,America,7.85463685
12198,21,4,2020,28065,1857,United_States_of_America,USA,329064917,America,127.4994624
12199,21,4,2020,1,0,United_States_Virgin_Islands,VIR,104579,America,11.47457903
12200,21,4,2020,7,0,Uruguay,URY,3461731,America,3.58202298
12202,21,4,2020,0,0,Venezuela,VEN,28515829,America,0.34016195
12212,22,4,2020,0,0,Anguilla,AIA,14872,America,0.0
12213,22,4,2020,1,0,Antigua_and_Barbuda,ATG,97115,America,9.26736344
12214,22,4,2020,112,9,Argentina,ARG,44780675,America,3.16431139
12216,22,4,2020,0,0,Aruba,ABW,106310,America,21.6348415
12220,22,4,2020,1,0,Bahamas,BHS,389486,America,7.4457105
12223,22,4,2020,0,0,Barbados,BRB,287021,America,4.18087875
12226,22,4,2020,0,0,Belize,BLZ,390351,America,2.81797664
12228,22,4,2020,12,0,Bermuda,BMU,62508,America,94.38791835
12230,22,4,2020,11,3,Bolivia,BOL,11513102,America,3.46561683
12231,22,4,2020,1,0,"Bonaire, Saint Eustatius and Saba",BES,25983,America,15.39468114
12234,22,4,2020,2498,166,Brazil,BRA,211049519,America,13.91237475
12235,22,4,2020,0,0,British_Virgin_Islands,VGB,30033,America,6.65934139
12242,22,4,2020,1590,144,Canada,CAN,37411038,America,54.87685212
12244,22,4,2020,0,0,Cayman_Islands,CYM,64948,America,32.33355916
12247,22,4,2020,325,8,Chile,CHL,18952035,America,30.16034954
12249,22,4,2020,172,7,Colombia,COL,50339443,America,4.70605128
12251,22,4,2020,7,0,Costa_Rica,CRI,5047561,America,3.68494804
